No.,Position X,Position Y,Position Z
1, -0.2609134, 2.000741, 2.557842
2, 0.3086762, 0.05160904, 3.364746
3, -0.3318563, 2.601564, 1.689394
4, -2.714886, 2.54303, 2.966736
5, -1.777466, 2.655843, 2.616825
6, 0.6579771, 1.982288, 1.466394
7, -2.12921, 0.1545634, -2.315574
8, -0.7167311, 0.2281752, -3.325848
9, -0.472549, 0.3697343, 0.08505249
10, 0.8164006, 1.296381, 0.08911896
11, 1.036472, 1.716218, 3.208008
12, 2.094043, 3.209941, 1.104095
13, 2.666799, 3.82513, 0.4201355
14, 0.135725, 0.5282745, 0.1240425
15, 0.9000584, 0.4776578, -3.185295
16, -1.688594, 3.226344, 0.5294266
17, 1.096968, 2.20097, 1.967962
18, 0.07981014, 0.545486, 0.4614162
19, 1.26703, 2.17436, -3.548334
20, 1.998526, 3.487116, 1.887718
21, -0.09911203, 1.948647, 1.319273
22, 0.3481374, 1.299603, 2.697495
23, -1.112134, 1.55502, -1.059145
24, -0.5120969, 2.295299, 3.204365
25, 1.355193, 3.778749, -1.531504
26, -0.1189532, 3.791574, -1.529417
27, 2.981433, 3.301913, 1.857683
28, -1.348897, 1.181694, -3.781343
29, 1.233062, 3.414301, -3.210817
30, -2.795075, 2.93599, -1.472816
31, 2.633323, 3.336145, 3.680164
32, 0.145956, 3.189405, 0.9814034
33, -1.25607, 1.684848, -3.363045
34, 2.872792, 0.6443729, -1.769281
35, -1.225298, 0.127358, 1.023266
36, -1.130683, 0.2361202, 2.314852
37, -1.3093, 0.4669247, -2.594933
38, -0.2170277, 3.584548, 0.9812717
39, -2.118093, 1.085584, -1.797508
40, 2.367836, 0.9515095, 1.272179
41, 0.3487697, 3.851793, -0.2760811
42, -1.479062, 1.80226, -1.681948
43, -2.184926, 2.124673, 2.967487
44, -2.670234, 3.524745, 1.037659
45, 2.316768, 0.5803318, 1.492033
46, -0.05692673, 2.69461, -2.713266
47, -0.5843859, 3.387007, 3.572205
48, -1.797977, 0.8943076, 0.08566093
49, -1.55607, 3.84069, -2.795644
50, 2.148376, 1.616212, -1.408424
51, -2.422935, 3.163582, 2.525036
52, -2.705785, 1.939512, -2.3023
53, 2.403717, 3.807995, 3.260616
54, -1.855142, 0.941318, -2.046868
55, 0.7143893, 0.5044923, -1.158699
56, 0.07542038, 3.412409, -3.445793
57, 2.010833, 0.02638197, 2.00458
58, 2.761526, 1.416219, 1.731071
59, -2.842609, 1.46544, -0.2952003
60, 0.3313456, 2.157029, 2.465679
61, 1.194825, 3.737854, -1.407299
62, 0.2457743, 1.180724, 3.041687
