No.,Position X,Position Y,Position Z
1, -1.76985, 1.394171, 0.4471455
2, -0.7613351, 1.144173, -0.03990936
3, -1.761161, 3.892091, -2.84609
4, -0.08665967, 2.332086, -1.586481
5, 0.8835763, 3.694242, -2.214758
6, 1.509713, 2.371586, 0.2720866
7, -1.504935, 0.9236922, 1.507471
8, 1.403869, 3.500889, -0.3088727
9, 0.2189715, 2.501937, 0.4974513
10, -1.933382, 2.778638, 0.2407355
11, 0.9372601, 0.7717252, -1.728586
12, -1.200581, 0.7368264, 0.160687
13, 1.685863, 2.936062, -0.8216496
14, -0.9484951, 0.1744466, 2.025683
15, 0.3169467, 2.515596, -2.354414
16, 0.2113531, 3.839932, 0.3349495
17, 1.323913, 3.699713, 2.845519
18, -1.191725, 3.685768, 2.182275
19, 0.9648613, 3.05545, 1.276683
20, -1.39967, 3.693463, -1.084848
21, -1.738847, 1.847362, 1.056719
22, 0.01559901, 3.330037, 0.7959665
23, 0.08850884, 1.605012, 0.1899657
24, -1.417533, 1.345987, 1.969418
25, -1.529352, 1.005567, -1.216214
26, 1.696925, 2.023601, -2.162099
27, 0.3279526, 3.112992, 2.163887
28, -0.6035264, 0.4621596, 1.747388
29, -1.690464, 2.586044, -2.467081
30, 1.261503, 2.255925, 1.212102
31, -0.5162995, 0.9681959, 2.145289
32, -1.108451, 1.446746, -2.915289
33, -1.942363, 0.5898781, -2.520662
34, -1.905353, 3.570883, 2.714583
35, -1.654011, 1.515148, 1.43098
36, -1.463677, 2.706317, -2.952135
37, -0.5586059, 1.766771, -1.910191
38, -0.5372584, 2.929236, 2.4065
39, -1.408751, 0.9461703, 0.5736146
40, 0.4269226, 2.049961, -2.026428
41, -0.4898288, 3.537054, -1.522096
42, -1.019521, 1.000069, 2.525734
43, -1.220335, 3.64617, 0.6355057
44, 0.9033269, 0.6927485, 0.8862733
45, 1.169635, 0.7494826, -1.289089
46, -0.2395384, 0.375093, -2.828999
47, 1.556556, 1.065175, 2.255346
48, -0.02377295, 3.375588, 1.58535
49, -0.4891584, 1.742163, 2.202508
50, 1.068459, 1.408964, -0.7236462
51, -0.2971265, 2.135448, -2.336172
52, -0.513962, 1.083084, -1.819622
53, -1.660657, 3.88941, -2.076294
54, 1.950776, 3.165843, 1.860572
55, 1.296772, 1.016698, 2.596951
56, -1.805617, 2.249671, 2.172944
57, -1.188771, 3.970643, -0.8356128
58, 1.237913, 1.249914, 0.2794356
59, -1.123274, 1.868396, -0.4107895
60, 1.080369, 3.632906, 1.632389
61, 1.187314, 2.422556, -0.9762793
62, -1.383243, 1.314183, 2.952637
63, -0.9783595, 2.084649, 2.542696
64, -1.98682, 1.445321, 0.04778242
65, -1.463846, 2.402135, -1.984316
66, 1.762227, 3.529498, 2.802173
67, -0.4756553, 0.1790786, -2.619952
68, 0.6037454, 0.6850991, 0.1219831
69, -1.944734, 0.3840799, 0.8657497
70, 0.811212, 3.280586, -1.527388
71, 1.880103, 1.833986, -0.7957201
72, 0.9615802, 1.85011, 1.038312
73, -1.241278, 0.3904181, -2.291561
74, 0.3220975, 3.45524, 1.074229
75, 1.629394, 0.06641293, -2.260327
76, 1.029533, 1.651814, 2.325514
77, -1.884093, 1.777181, -1.727915
78, -0.5621264, 3.689859, 0.1796088
79, 1.490885, 3.825934, -2.877768
80, -0.8745949, 3.434042, 1.800063
81, 1.338253, 3.514203, 1.828238
82, -1.553876, 3.943983, 0.7642928
83, -1.380975, 3.75253, 2.284286
84, -1.948895, 0.232862, -0.2821994
85, 1.251585, 2.909364, -0.1759996
86, -0.05818725, 1.369845, -1.037924
87, -1.879426, 1.826767, -1.916028
88, 0.3056362, 0.3966327, 1.299582
89, -0.1328661, 0.7880578, 2.680882
90, 1.970465, 1.188841, 1.413086
91, -1.374917, 0.218029, -0.1418314
92, -1.075973, 1.576631, 0.7740911
93, -1.738325, 3.307806, 2.512037
94, -0.6631305, 1.180685, -2.648773
95, -1.010886, 1.655145, 2.157276
96, -0.3645561, 1.089834, 2.657242
97, -1.665279, 2.877551, 0.2006869
98, 1.615985, 1.215458, 0.4308438
99, 0.9458207, 3.98759, 1.088254
100, 0.6742167, 2.450671, 2.010487
101, 1.427652, 0.5814919, -2.446955
102, 0.8669891, 1.798705, 0.4169717
103, 0.8801116, 1.462026, 1.49655
104, -0.3384354, 3.749431, -2.90259
105, -1.06028, 0.01657152, -1.646442
106, -1.904064, 2.152738, -0.6861115
107, -0.3146932, 2.929624, -2.094505
108, -0.4821823, 1.890481, 2.51413
109, 1.148672, 1.853275, -0.02654934
110, -0.2881067, 1.582603, -2.506869
111, 0.5370826, 3.229672, -2.902433
112, 1.050151, 2.48957, 2.206027
113, -1.0011, 1.013762, 0.1470871
114, -0.8787982, 1.290723, 1.240619
115, -0.2558157, 2.501935, -1.43625
116, -0.1329176, 1.391648, 1.378262
117, 1.89535, 3.602871, 0.4770765
118, -0.7464612, 0.2609239, 2.528751
119, -1.43033, 0.3912354, 2.503654
120, -1.054939, 1.426851, 1.174729
121, 0.1100132, 2.039196, -0.6993847
122, 1.812896, 0.4732556, -0.1451635
123, 0.4098165, 3.844424, -0.7346468
124, -0.4200318, 3.9083, -1.271242
125, -0.06947207, 2.558562, -1.692459
126, 0.1627452, 2.05883, -1.222536
127, -0.4380844, 3.613251, -0.1991892
128, -0.6791761, 1.153648, 2.300232
129, 0.6321625, 1.091426, -0.1388202
130, 0.1508701, 3.283274, 0.5442233
131, 0.4589593, 1.744219, -0.2536192
132, -1.878992, 3.987964, 1.918126
133, 0.3389814, 2.15769, -2.569142
134, 1.868942, 0.4496803, 1.741063
135, -0.5784857, 1.899727, 1.56786
136, 0.2252514, 3.446749, 2.97256
137, 0.6007132, 1.59256, -1.074576
138, 0.9019637, 1.225363, 0.2732224
139, 1.059287, 1.79794, 2.426991
140, -0.0551765, 3.388938, -0.8060384
141, 0.7842426, 2.460004, 0.4342065
142, 0.811119, 0.8564911, -2.834674
143, -1.959224, 3.755401, 2.182364
144, 0.2372687, 3.386772, 1.580217
145, -1.364748, 2.642889, -2.792301
146, -1.476914, 0.9396534, 1.829539
147, -1.498483, 0.3196387, -2.482916
148, -0.4189751, 0.8596082, -0.9755712
149, 1.430226, 1.900168, 1.828432
150, 1.472826, 2.232016, -0.3037996
151, 1.549148, 2.682377, -2.087137
152, -0.617224, 0.3634138, 0.6657667
153, 1.237231, 0.9338732, 0.5577574
154, 0.1192501, 3.817009, 1.878377
155, 1.371047, 2.498571, 1.152604
156, 1.169639, 2.588783, 1.406431
157, -0.9869583, 0.5467634, 1.394465
158, -0.7630064, 0.5545483, -2.576729
159, -1.185409, 2.737271, -2.990851
160, -0.498585, 0.392695, 1.693666
161, 1.132222, 0.09095287, 0.4142852
162, -0.7683032, 0.599719, 2.092928
163, -0.3125932, 0.8766708, 2.883741
164, -1.123535, 0.1028247, -0.7160473
165, 0.9509563, 1.300543, 1.226988
166, 0.9535279, 2.109404, -1.686883
167, -1.220942, 1.994492, 0.2342987
168, -1.968476, 1.649042, -1.699763
169, 0.1350029, 2.974229, -0.5497065
170, 0.1136463, 0.6291475, 1.510164
171, -1.325706, 0.6752486, 2.738879
172, -0.06096864, 3.486024, -1.04074
173, -0.2100213, 2.916343, -0.4291029
174, -0.6849325, 3.836482, 2.680642
175, 1.648181, 1.87465, 2.829714
176, -0.4870427, 3.590935, 0.6724958
177, -1.514559, 0.2695589, -1.941934
178, -0.07481408, 0.6435108, -1.434669
179, 0.09057689, 1.81067, -1.222102
180, -1.86495, 1.324027, -2.949134
181, -1.792962, 3.634441, 1.766503
182, 0.09199882, 1.958267, -1.037912
183, 1.80786, 2.339521, 0.046206
184, 1.116597, 2.413085, -2.174802
185, 1.828537, 2.166526, 1.426583
186, 1.33819, 3.369681, -1.989723
187, -1.217026, 0.9758539, 0.05970907
188, 0.05070662, 0.7662911, -1.107049
189, 0.07443357, 0.8695645, -0.5687218
190, 1.308155, 0.3884039, -2.440503
191, -1.349152, 3.505788, 2.66587
192, 0.9401011, 1.099506, -2.002937
193, -1.874637, 0.2207136, -0.4086738
194, 1.387962, 0.05174875, -1.918319
195, -1.187755, 3.02501, -2.496934
196, 1.711945, 3.940578, -2.490256
197, -0.5177014, 3.894459, -2.061028
198, 1.349637, 3.014295, 0.578043
199, -0.7415888, 0.05815744, -2.852796
200, 1.253815, 3.734359, -2.523847
201, 0.6549482, 2.94059, -1.170641
202, 1.34377, 1.131368, 0.6432157
203, -1.176507, 2.512483, -0.136755
204, 1.4895, 0.1979747, -0.4552865
205, 1.603829, 2.438848, -1.893077
206, 0.4388602, 3.615174, 0.4204907
207, -0.8369615, 2.40802, -2.499693
208, -0.05313563, 3.205924, -1.491708
209, 0.06967139, 0.3456392, 0.7091098
210, 0.8151726, 0.2608743, 1.823644
211, -1.782275, 1.474722, 1.716278
212, 0.9391102, 1.4553, 1.427032
213, 0.9104714, 2.501338, -2.805416
214, 1.824372, 0.3794246, 1.856128
215, 1.470201, 3.970941, -0.003082275
216, 0.09835649, 2.581942, 1.663152
217, -1.561573, 3.552319, 1.711128
218, -0.6107576, 1.409478, 1.855603
219, 0.005592585, 1.708866, -2.258156
220, -1.356199, 0.001051426, -0.03375244
221, 0.6914238, 3.789268, 0.4188619
222, -0.3438985, 1.348006, -2.626934
223, -1.377024, 3.472439, 1.237019
224, 0.02163529, 0.9496837, 2.210597
225, 1.240392, 0.06918287, 2.163481
226, 0.4464624, 1.089282, -2.055812
227, 0.3789794, 2.459464, 0.992905
228, -0.4675658, 3.02257, -0.2020006
229, -0.5443585, 0.6089387, 1.589135
230, 0.8628687, 2.372782, -2.291505
231, -0.579304, 1.61639, -0.8230243
232, 1.022238, 1.575833, 0.7777282
233, -0.1462696, 3.858387, 1.992682
234, 0.204674, 1.199507, -1.129172
235, 0.7662267, 2.89688, -1.635968
236, 0.4887989, 3.722963, 2.423159
237, -1.106959, 3.066895, -2.138291
238, -1.176839, 1.440754, -2.992906
239, 0.01442695, 0.6759691, -2.272181
240, 1.794825, 0.3616915, 0.4877982
241, -1.151584, 0.2448015, -2.107037
242, 0.1973379, 2.531458, -0.2047071
243, -0.7849848, 3.807203, -0.01654339
244, -1.091399, 1.874233, -2.568044
245, 0.9105124, 0.02302885, -2.229056
246, -0.06034636, 0.4130077, -1.155915
247, -1.633972, 3.85074, 2.240652
248, 0.4624698, 0.1966686, -2.658119
249, -0.155051, 0.5819297, 2.853923
250, -0.6569927, 0.04809713, 2.795386
251, 0.1371782, 2.348091, 2.52562
252, -0.3143904, 3.399465, -1.110795
253, 0.9307212, 2.284546, -2.545466
