No.,Position X,Position Y,Position Z
1, -3.43812, 0.7710705, 0.6293793
2, 2.78985, 0.5011559, 3.515181
3, 1.287022, 1.22093, -3.965929
4, -1.979597, 3.381827, 3.654598
5, 1.617027, 1.66393, 3.013346
6, 1.541508, 0.07561445, -3.102146
7, -0.2836938, 0.8851299, 0.3439369
8, -3.482489, 3.338309, -3.880547
9, 2.786449, 1.708723, 0.6856098
10, -0.6805902, 0.08101368, -2.653202
11, -0.1261258, 0.04246998, -2.488953
12, -0.02018309, 3.34875, -3.3761
13, -1.330577, 2.121887, 0.3316307
14, -2.52974, 2.798811, -2.726114
15, -3.878936, 0.6138568, -0.2614155
16, 3.757532, 2.54987, -2.834212
17, -2.425878, 2.310448, -0.4145718
18, -2.327249, 0.6049342, -2.776561
19, -2.667667, 2.694232, 3.798893
20, -1.627286, 0.3865566, -3.484955
21, 2.99348, 1.893358, 3.925041
22, 2.503422, 1.811885, 3.677174
23, -3.578333, 1.957346, 2.719139
24, 1.168842, 2.183376, 2.462585
25, -2.355122, 3.301583, -0.7536201
26, -2.860075, 0.1126986, 3.810253
27, 1.556475, 2.005929, 3.29208
28, -3.419846, 3.07079, -3.33583
29, 3.681725, 0.4830585, -2.186773
30, -2.955209, 2.259181, -2.240111
31, -2.474933, 2.649056, -3.676535
32, 0.771359, 2.887429, -2.046355
33, -3.133328, 2.51593, -0.7482147
34, -3.325206, 1.886973, 2.708826
35, 0.2306399, 3.705587, 1.717999
36, -1.57908, 1.417144, 3.92403
37, -1.442708, 2.208917, -2.439398
38, -3.838589, 0.1987166, -2.449393
39, -1.33281, 0.8493252, -3.516685
40, 3.490831, 2.557154, 1.747284
41, 1.76587, 1.631851, 1.16083
42, -2.724732, 0.871244, -0.2623138
43, -3.464543, 2.880599, -2.838468
44, 0.751842, 1.305446, -1.897356
45, -3.182556, 0.6010675, -1.046862
46, 3.037016, 3.630646, -3.195572
47, 1.015801, 2.405803, -2.698937
48, 0.1822019, 1.412603, -3.22994
49, -3.923063, 0.9118819, 1.519775
50, -3.388317, 3.193937, 1.091436
51, -0.4090486, 0.1049519, 3.027302
52, 0.2679048, 3.515578, -1.137823
53, -3.337857, 2.934682, -3.970775
54, 0.6281009, 1.448119, 3.590012
55, -0.7423129, 0.145505, -3.025172
56, -2.627368, 1.245123, 3.720205
57, -2.003868, 1.054924, -0.7975235
58, -2.542696, 3.715342, 0.9939537
59, 2.198579, 2.83153, 1.511086
60, -1.665481, 1.686584, 0.2388
61, 0.1870704, 3.151974, 1.825415
62, -3.860448, 0.234447, 1.068256
63, 3.934373, 0.02424622, -0.4409256
64, -3.050694, 0.7720785, -3.196918
65, 2.020832, 2.566587, -2.043568
66, -1.391772, 1.411492, -2.588485
67, -2.044795, 2.512329, 3.794878
68, -1.026881, 1.301584, 0.4245033
69, -1.206296, 2.630309, 3.850317
70, -0.3544192, 1.072959, -2.182899
71, 3.91389, 2.193341, -3.650966
72, -3.447814, 2.988267, 1.078869
73, -2.10277, 1.597896, 3.069851
74, -2.327939, 3.035821, -3.966982
75, -1.008669, 3.047991, -2.285652
76, 0.1676536, 1.823229, -3.604998
77, -3.902912, 3.350514, 0.05788994
78, -2.761507, 3.277318, -1.506729
79, 2.050354, 2.809751, -1.22485
80, -1.162931, 3.495152, 0.7115631
81, -1.590162, 2.843021, 0.3284168
82, -0.2819982, 2.97336, 3.339718
83, 1.4348, 1.663028, 2.935312
84, -0.4804931, 3.071321, 2.08242
85, 0.5737815, 0.9100885, 1.370327
86, 0.130486, 1.910296, -1.071814
87, 0.4984546, 1.30602, -0.1892567
88, -2.556102, 2.161557, -3.13322
89, 0.5750871, 1.166912, 1.513617
90, -0.6426902, 3.366504, -0.6053276
91, -2.333161, 1.243953, 1.055017
92, -3.986572, 0.4761329, 0.6894283
93, 3.493908, 2.434497, -2.726345
94, 2.293606, 1.462282, -3.001163
95, -0.8603683, 3.45993, 2.166378
96, -2.939401, 0.7898517, 2.427471
97, 3.60133, 1.253092, -1.262939
98, -3.773543, 1.74468, 2.786156
99, -2.072661, 2.64496, 2.13884
100, 2.956797, 0.9759579, 2.770538
101, 2.394595, 3.714672, 2.550043
102, 1.765755, 1.890469, -0.4372635
103, -2.495769, 1.61502, -3.230286
104, 2.512176, 0.2068291, -2.618699
105, 0.4890084, 0.1229525, 1.799725
106, 3.592279, 0.03898287, 1.057384
107, -1.438219, 1.732577, -3.006871
108, 2.112844, 3.956206, 0.6221313
109, 1.331694, 2.973786, 1.499451
110, -0.8458772, 3.687085, 0.9865341
111, -1.995793, 2.879066, 2.223991
112, -0.3728204, 3.359169, 1.058603
113, -1.622646, 3.797735, -0.8986397
114, -3.90947, 0.09974384, 3.354401
115, -2.301082, 2.416712, 3.763969
116, 2.854254, 3.354353, -2.8162
117, -3.04196, 1.232415, -0.2786903
118, -0.3612638, 2.135539, -2.941598
119, 1.147198, 0.752955, 3.940533
120, -1.082822, 1.396847, -2.854891
121, 0.001889706, 3.609351, -1.703806
122, 1.500299, 0.1740756, 0.5365334
123, -2.513453, 2.41591, -2.004196
124, -2.683523, 2.066773, -1.075247
125, 0.8312593, 3.251245, -0.06332207
126, 3.812931, 3.61995, 3.496552
127, -1.354027, 3.601158, 0.7583103
128, 1.071036, 2.824121, -1.810236
129, -2.924234, 1.655102, -1.934906
130, 1.739453, 0.6539764, -0.6478767
131, 3.584282, 3.797192, 2.913441
132, -3.314325, 1.19157, -1.223289
133, -2.097072, 0.2331157, -3.604722
