No.,Position X,Position Y,Position Z
1, -0.5168834, 4.158313, -0.5746632
2, -2.794275, 2.787806, 0.5651703
3, 1.213339, 4.898319, -0.5278149
4, -0.7446198, 3.298248, 1.576054
5, -3.906445, 2.063111, 3.255808
6, -2.661222, 3.06332, -3.753221
7, 1.933761, 1.580808, 2.486317
8, -2.857608, 4.381285, -1.141533
9, 3.479334, 1.712768, 0.9774761
10, -1.472744, 5.985855, -3.18889
11, 1.837194, 2.1635, -1.387716
12, -1.712571, 1.495026, -2.632906
13, 1.887926, 3.058546, 0.01830482
14, -0.5297198, 2.966978, -0.1704712
15, -0.4503474, 1.604411, -3.281244
16, -1.199885, 3.733257, -3.509193
17, 0.9055877, 3.687077, 0.7381248
18, -3.684433, 3.092607, -1.220322
19, 2.463683, 1.667377, -0.75107
20, -2.618269, 4.091899, -0.9483261
21, -3.237649, 5.97624, -2.053706
22, -2.400351, 2.195881, 3.996258
23, 2.58221, 1.247566, 2.134739
24, -0.006046772, 5.084035, -1.375046
25, -0.8118272, 3.311538, -0.7347107
26, -2.817924, 4.390965, -1.716108
27, -0.1587682, 5.941897, -3.011018
28, -2.083526, 5.794278, 2.587589
29, 1.084638, 3.876178, 3.03236
30, 1.508819, 3.930492, -2.8784
31, -3.471618, 1.618765, -2.030493
32, -1.906716, 3.098642, 3.968319
33, 3.477473, 4.815347, 0.4193745
34, -0.154675, 5.20077, -1.767611
35, 2.494585, 5.119773, 1.971022
36, 0.3038716, 4.966632, 0.6624947
37, -2.442362, 2.361231, -3.790572
38, -2.437505, 2.614011, 0.9919682
39, -2.699121, 2.445483, -2.826659
40, -3.94161, 5.867727, 2.176062
41, 1.948107, 1.545745, -0.2577648
42, -0.8499627, 2.419906, 0.164732
43, 0.3084521, 4.161616, -3.081195
44, 3.039792, 5.087435, 1.173435
45, -2.90435, 5.754584, 2.139429
46, -1.180268, 4.76609, -3.468059
47, -1.352042, 2.422769, 0.6018162
48, 3.629617, 1.131282, 1.529478
49, -1.229201, 3.694288, 0.6054211
50, 3.792022, 3.734238, -0.5437946
51, 3.640479, 2.108949, -1.163485
52, -2.306879, 5.300497, 1.126204
53, 1.357167, 1.962224, 3.602394
54, 2.170344, 5.213231, -3.079404
55, -0.3014846, 5.605626, -3.902004
56, 1.903232, 5.449033, 1.293707
57, 1.47325, 4.951589, 0.8108311
58, -0.9889655, 4.282204, -0.2473965
59, 0.1716628, 3.12247, 3.985781
60, -0.09756231, 2.402533, -2.551473
61, -3.329313, 4.709368, 2.195917
62, -0.737308, 5.329303, 1.967939
63, -1.972486, 1.844716, -2.053411
64, -1.342004, 5.662966, 1.267698
65, -0.08770227, 4.249, -0.6674194
66, -2.28132, 4.149848, 0.3816109
67, -2.345354, 4.11525, 1.47525
68, -3.843127, 1.013149, -3.83606
69, 1.064634, 5.607234, -0.785738
70, 2.066654, 1.817464, -2.321581
71, 3.131442, 1.779744, -1.261608
72, -1.741315, 3.168737, -1.948616
73, -0.3692775, 1.469819, -0.8204765
74, -1.060303, 4.929059, -1.735275
75, 0.9531026, 3.682987, 3.918375
76, -0.2085776, 5.528302, -3.085058
77, -2.455891, 1.966374, 3.633034
78, -0.60537, 1.005454, -3.301705
79, 2.770836, 5.943782, 3.801476
80, -1.266437, 5.433664, 1.912369
81, -2.716567, 5.868129, 2.362312
82, 0.863276, 4.145622, 3.634937
83, 3.388397, 2.996758, -3.385902
84, -2.480945, 2.221862, 1.629297
85, 1.319731, 1.131299, 2.089939
86, 0.3376498, 5.146274, -2.981139
87, -0.478333, 4.64691, 2.722382
88, -1.235626, 5.003209, 1.944124
89, -3.50339, 3.251273, -1.744844
90, 0.8824916, 3.148537, 1.533621
91, 0.05606222, 4.251815, 2.953106
92, 1.062708, 3.5034, -1.924919
93, -2.657174, 3.359564, 0.2717266
94, -0.9442306, 1.460155, 3.22747
95, 0.1301293, 1.586142, 3.099667
96, 2.83715, 3.910888, -0.7346992
97, 0.241982, 4.58643, -2.536287
