No.,Position X,Position Y,Position Z
1, -1.497623, 3.380963, -1.22858
2, 0.8484754, 3.264242, -1.485939
3, -0.2635853, 2.685547, -0.2948503
4, 0.1232259, 3.718669, 0.1512318
5, 0.8548617, 3.305766, -0.4806538
6, -1.0141, 0.5440092, 0.9123611
7, 1.06424, 2.206124, -0.468689
8, 0.9851403, 3.283936, -0.4523525
9, 0.02266192, 1.966885, 1.808004
10, 1.169793, 1.840042, -0.4254036
11, -1.209988, 3.817115, -1.403028
12, -1.455028, 2.39722, -1.728748
13, 0.4531243, 3.040891, -0.3544273
14, 0.678615, 2.423299, -0.2944336
15, -0.5910561, 1.872339, -0.2117901
16, -1.730275, 0.1617346, -0.4316015
17, -1.157325, 3.387555, -1.975311
18, 0.8673472, 0.3783679, 1.155273
19, 1.483543, 2.643156, -0.8603888
20, -0.680732, 2.891451, 0.2733994
21, -1.395285, 3.247009, -1.571309
22, 1.901539, 3.778449, -0.07360554
23, 0.1754858, 3.709753, -0.1852493
24, 1.017673, 0.3778863, -1.492378
25, 1.778938, 2.145893, -1.557779
26, -0.5117252, 3.816206, -1.175293
27, 1.609722, 1.961457, 0.06347942
28, 1.589137, 0.01865053, 1.901333
29, -1.612489, 2.536441, 1.381708
30, 0.6393241, 3.164865, 1.820675
31, -0.7452271, 3.126588, -1.999322
32, -0.1860473, 3.24701, 1.686127
33, 0.5669774, 1.871459, 0.4638186
34, -0.06152749, 2.88145, -0.7802286
35, -1.830405, 3.589064, 1.816837
36, 1.101091, 1.615608, 1.787947
37, 0.9618759, 1.296561, 0.3915844
38, 1.428383, 0.9520464, -1.869611
39, 0.4852092, 2.701782, -0.9531946
40, -1.045926, 2.806019, -1.775071
41, -1.173939, 2.761775, -0.4716444
42, -1.071103, 3.402758, 0.7184954
43, 1.241954, 1.04485, 0.7588253
44, 0.9490089, 1.979855, -0.4310455
45, -0.2471645, 0.3533454, -1.932053
46, 0.3584955, 2.692608, -0.4759865
47, 1.170129, 2.400071, -1.807375
48, 1.47359, 3.17952, 0.2919979
49, -1.537418, 3.205604, 1.854536
50, -1.412713, 1.179347, 0.3595734
51, -0.1844304, 0.6524472, 0.663723
52, 0.144377, 1.165416, -0.2846651
53, -1.723577, 3.015893, 0.7522573
54, -1.254063, 3.699282, -0.3091002
55, 0.4126036, 1.773554, 1.822357
56, -1.468862, 0.7141929, 1.81307
57, 1.586947, 1.827395, -1.883516
58, -1.398489, 2.920962, -0.616128
59, 0.5405096, 2.833644, -0.6280994
60, -0.2431066, 0.3354535, -0.02957153
61, 0.1430004, 1.970113, 1.878674
62, -0.6201527, 2.292638, 0.2961149
63, -1.42892, 2.72945, -0.4564552
64, -1.370136, 0.7656531, -0.9372797
65, -1.412168, 0.6259866, 1.275187
66, -0.8251388, 0.2537441, -1.813736
67, 0.1617725, 3.591406, 1.544254
68, -1.413317, 1.317956, 0.1607914
69, 1.79057, 0.7448707, 0.2239895
70, -0.2680004, 2.325092, -0.5983362
71, 1.833438, 3.542913, 0.6556721
72, -1.306033, 3.751485, -0.1871958
73, -1.972299, 1.442911, -1.438303
74, 0.05352473, 2.37996, 1.60651
75, -1.935812, 1.003199, -1.509488
76, -1.273358, 3.640753, 0.3217449
77, 0.1187394, 1.413593, -0.123517
78, 1.989297, 2.683649, -1.040625
79, -0.9763591, 1.744526, -1.31549
80, -0.1416547, 1.479826, -0.6756353
81, 0.4116313, 2.805541, -0.7433805
